date,store_id,store_name,lat,lon,total_sales,ice_sales,hot_sales,transactions
2025-07-01,hongdae,홍대점,37.5563,126.9236,645157,266837,378320,135
2025-07-02,hongdae,홍대점,37.5563,126.9236,803149,330255,472894,168
2025-07-03,hongdae,홍대점,37.5563,126.9236,752873,407756,345117,157
2025-07-04,hongdae,홍대점,37.5563,126.9236,757474,313897,443577,162
2025-07-05,hongdae,홍대점,37.5563,126.9236,928372,506520,421852,197
2025-07-06,hongdae,홍대점,37.5563,126.9236,943584,521613,421971,203
2025-07-07,hongdae,홍대점,37.5563,126.9236,615825,348311,267514,134
2025-07-08,hongdae,홍대점,37.5563,126.9236,727160,424661,302499,157
2025-07-09,hongdae,홍대점,37.5563,126.9236,777642,456631,321011,168
2025-07-10,hongdae,홍대점,37.5563,126.9236,745811,442713,303098,158
2025-07-11,hongdae,홍대점,37.5563,126.9236,729617,431933,297684,159
2025-07-12,hongdae,홍대점,37.5563,126.9236,714004,425546,288458,153
2025-07-13,hongdae,홍대점,37.5563,126.9236,703732,386771,316961,147
2025-07-14,hongdae,홍대점,37.5563,126.9236,546958,224909,322049,116
2025-07-15,hongdae,홍대점,37.5563,126.9236,524296,197135,327161,117
2025-07-16,hongdae,홍대점,37.5563,126.9236,550854,207121,343733,121
2025-07-17,hongdae,홍대점,37.5563,126.9236,575083,226813,348270,123
2025-07-18,hongdae,홍대점,37.5563,126.9236,519167,207251,311916,111
2025-07-19,hongdae,홍대점,37.5563,126.9236,745989,301380,444609,161
2025-07-20,hongdae,홍대점,37.5563,126.9236,690813,375250,315563,144
2025-07-21,hongdae,홍대점,37.5563,126.9236,630584,264341,366243,138
2025-07-22,hongdae,홍대점,37.5563,126.9236,548904,298604,250300,116
2025-07-23,hongdae,홍대점,37.5563,126.9236,638159,350732,287427,138
2025-07-24,hongdae,홍대점,37.5563,126.9236,735878,410914,324964,154
2025-07-25,hongdae,홍대점,37.5563,126.9236,762970,446795,316175,166
2025-07-26,hongdae,홍대점,37.5563,126.9236,926797,558303,368494,201
2025-07-27,hongdae,홍대점,37.5563,126.9236,724362,439833,284529,155
2025-07-28,hongdae,홍대점,37.5563,126.9236,703621,418232,285389,154
2025-07-29,hongdae,홍대점,37.5563,126.9236,792507,481844,310663,171
2025-07-30,hongdae,홍대점,37.5563,126.9236,657271,396992,260279,137
2025-07-31,hongdae,홍대점,37.5563,126.9236,689787,403939,285848,147
2025-08-01,hongdae,홍대점,37.5563,126.9236,753627,445544,308083,160
2025-08-02,hongdae,홍대점,37.5563,126.9236,779448,460186,319262,165
2025-08-03,hongdae,홍대점,37.5563,126.9236,797551,451733,345818,167
2025-08-04,hongdae,홍대점,37.5563,126.9236,740033,413234,326799,155
2025-08-05,hongdae,홍대점,37.5563,126.9236,623719,340301,283418,135
2025-08-06,hongdae,홍대점,37.5563,126.9236,554956,228198,326758,119
2025-08-07,hongdae,홍대점,37.5563,126.9236,745948,402812,343136,159
2025-08-08,hongdae,홍대점,37.5563,126.9236,777917,324236,453681,166
2025-08-09,hongdae,홍대점,37.5563,126.9236,614979,240088,374891,132
2025-08-10,hongdae,홍대점,37.5563,126.9236,767947,417149,350798,166
2025-08-11,hongdae,홍대점,37.5563,126.9236,705049,285968,419081,151
2025-08-12,hongdae,홍대점,37.5563,126.9236,618679,343986,274693,134
2025-08-13,hongdae,홍대점,37.5563,126.9236,530100,210768,319332,112
2025-08-14,hongdae,홍대점,37.5563,126.9236,615816,245834,369982,129
2025-08-15,hongdae,홍대점,37.5563,126.9236,632222,341906,290316,136
2025-08-16,hongdae,홍대점,37.5563,126.9236,906116,494377,411739,196
2025-08-17,hongdae,홍대점,37.5563,126.9236,872512,472552,399960,187
2025-08-18,hongdae,홍대점,37.5563,126.9236,620872,338748,282124,133
2025-08-19,hongdae,홍대점,37.5563,126.9236,733233,398292,334941,153
2025-08-20,hongdae,홍대점,37.5563,126.9236,643389,352062,291327,140
2025-08-21,hongdae,홍대점,37.5563,126.9236,776593,431786,344807,166
2025-08-22,hongdae,홍대점,37.5563,126.9236,759219,422733,336486,161
2025-08-23,hongdae,홍대점,37.5563,126.9236,796961,452036,344925,172
2025-08-24,hongdae,홍대점,37.5563,126.9236,748377,435256,313121,156
2025-08-25,hongdae,홍대점,37.5563,126.9236,576996,325426,251570,122
2025-08-26,hongdae,홍대점,37.5563,126.9236,647952,269548,378404,135
2025-08-27,hongdae,홍대점,37.5563,126.9236,767688,417008,350680,164
2025-08-28,hongdae,홍대점,37.5563,126.9236,628286,339777,288509,136
2025-08-29,hongdae,홍대점,37.5563,126.9236,558170,304091,254079,121
2025-08-30,hongdae,홍대점,37.5563,126.9236,610224,334403,275821,129
2025-08-31,hongdae,홍대점,37.5563,126.9236,695582,291032,404550,147
2025-09-01,hongdae,홍대점,37.5563,126.9236,513193,207330,305863,113
2025-09-02,hongdae,홍대점,37.5563,126.9236,618412,252312,366100,130
2025-09-03,hongdae,홍대점,37.5563,126.9236,685952,372060,313892,145
2025-09-04,hongdae,홍대점,37.5563,126.9236,579933,237077,342856,126
2025-09-05,hongdae,홍대점,37.5563,126.9236,649275,356322,292953,135
2025-09-06,hongdae,홍대점,37.5563,126.9236,690794,289581,401213,150
2025-09-07,hongdae,홍대점,37.5563,126.9236,907148,361408,545740,193
2025-09-08,hongdae,홍대점,37.5563,126.9236,810211,318251,491960,176
2025-09-09,hongdae,홍대점,37.5563,126.9236,723138,281156,441982,152
2025-09-10,hongdae,홍대점,37.5563,126.9236,775717,321457,454260,165
2025-09-11,hongdae,홍대점,37.5563,126.9236,805969,335928,470041,173
2025-09-12,hongdae,홍대점,37.5563,126.9236,627007,243780,383227,135
2025-09-13,hongdae,홍대점,37.5563,126.9236,596987,233064,363923,129
2025-09-14,hongdae,홍대점,37.5563,126.9236,911309,365253,546056,196
2025-09-15,hongdae,홍대점,37.5563,126.9236,740644,302775,437869,155
2025-09-16,hongdae,홍대점,37.5563,126.9236,499167,198069,301098,105
2025-09-17,hongdae,홍대점,37.5563,126.9236,586389,219075,367314,128
2025-09-18,hongdae,홍대점,37.5563,126.9236,639767,242600,397167,140
2025-09-19,hongdae,홍대점,37.5563,126.9236,602654,206831,395823,131
2025-09-20,hongdae,홍대점,37.5563,126.9236,669065,241399,427666,145
2025-09-21,hongdae,홍대점,37.5563,126.9236,716834,275838,440996,153
2025-09-22,hongdae,홍대점,37.5563,126.9236,709872,262937,446935,152
2025-09-23,hongdae,홍대점,37.5563,126.9236,632288,239764,392524,133
2025-09-24,hongdae,홍대점,37.5563,126.9236,590368,220561,369807,127
2025-09-25,hongdae,홍대점,37.5563,126.9236,653847,250554,403293,136
2025-09-26,hongdae,홍대점,37.5563,126.9236,800952,304362,496590,171
2025-09-27,hongdae,홍대점,37.5563,126.9236,794257,312620,481637,171
2025-09-28,hongdae,홍대점,37.5563,126.9236,674557,243920,430637,147
2025-09-29,hongdae,홍대점,37.5563,126.9236,730551,267089,463462,154
2025-09-30,hongdae,홍대점,37.5563,126.9236,720100,257508,462592,158
2025-10-01,hongdae,홍대점,37.5563,126.9236,654551,240875,413676,143
2025-10-02,hongdae,홍대점,37.5563,126.9236,616380,234224,382156,132
2025-10-03,hongdae,홍대점,37.5563,126.9236,819040,302717,516323,174
2025-10-04,hongdae,홍대점,37.5563,126.9236,717659,262950,454709,150
2025-10-05,hongdae,홍대점,37.5563,126.9236,665066,237296,427770,143
2025-10-06,hongdae,홍대점,37.5563,126.9236,524891,178463,346428,110
2025-10-07,hongdae,홍대점,37.5563,126.9236,644832,222854,421978,136
2025-10-08,hongdae,홍대점,37.5563,126.9236,770625,301469,469156,161
2025-10-09,hongdae,홍대점,37.5563,126.9236,780444,274092,506352,167
2025-10-10,hongdae,홍대점,37.5563,126.9236,550176,180458,369718,115
2025-10-11,hongdae,홍대점,37.5563,126.9236,605769,227769,378000,131
2025-10-12,hongdae,홍대점,37.5563,126.9236,835372,295388,539984,182
2025-10-13,hongdae,홍대점,37.5563,126.9236,603553,195068,408485,127
2025-10-14,hongdae,홍대점,37.5563,126.9236,736012,249066,486946,160
2025-10-15,hongdae,홍대점,37.5563,126.9236,559035,207961,351074,116
2025-10-16,hongdae,홍대점,37.5563,126.9236,615757,227091,388666,131
2025-10-17,hongdae,홍대점,37.5563,126.9236,607383,221573,385810,133
2025-10-18,hongdae,홍대점,37.5563,126.9236,672258,215123,457135,141
2025-10-19,hongdae,홍대점,37.5563,126.9236,801289,259618,541671,174
2025-10-20,hongdae,홍대점,37.5563,126.9236,731318,219395,511923,156
2025-10-21,hongdae,홍대점,37.5563,126.9236,775241,232572,542669,163
2025-10-22,hongdae,홍대점,37.5563,126.9236,757725,243684,514041,160
2025-10-23,hongdae,홍대점,37.5563,126.9236,733186,241072,492114,157
2025-10-24,hongdae,홍대점,37.5563,126.9236,692167,231461,460706,152
2025-10-25,hongdae,홍대점,37.5563,126.9236,910755,285613,625142,195
2025-10-26,hongdae,홍대점,37.5563,126.9236,744976,223493,521483,160
2025-10-27,hongdae,홍대점,37.5563,126.9236,805749,241725,564024,169
2025-10-28,hongdae,홍대점,37.5563,126.9236,724955,217487,507468,157
2025-10-29,hongdae,홍대점,37.5563,126.9236,698768,211307,487461,153
2025-10-30,hongdae,홍대점,37.5563,126.9236,818421,254038,564383,173
2025-10-31,hongdae,홍대점,37.5563,126.9236,656063,213089,442974,141
2025-11-01,hongdae,홍대점,37.5563,126.9236,785877,238278,547599,170
2025-11-02,hongdae,홍대점,37.5563,126.9236,802726,240818,561908,174
2025-11-03,hongdae,홍대점,37.5563,126.9236,739322,221797,517525,158
2025-11-04,hongdae,홍대점,37.5563,126.9236,791978,237593,554385,170
2025-11-05,hongdae,홍대점,37.5563,126.9236,748128,232219,515909,161
2025-11-06,hongdae,홍대점,37.5563,126.9236,645879,202548,443331,136
2025-11-07,hongdae,홍대점,37.5563,126.9236,765124,247900,517224,167
2025-11-08,hongdae,홍대점,37.5563,126.9236,909705,274367,635338,197
2025-11-09,hongdae,홍대점,37.5563,126.9236,759720,233386,526334,164
2025-11-10,hongdae,홍대점,37.5563,126.9236,631327,189398,441929,135
2025-11-11,hongdae,홍대점,37.5563,126.9236,797966,239390,558576,168
2025-11-12,hongdae,홍대점,37.5563,126.9236,794922,238477,556445,170
2025-11-13,hongdae,홍대점,37.5563,126.9236,819228,251667,567561,172
2025-11-14,hongdae,홍대점,37.5563,126.9236,623793,187138,436655,136
2025-11-15,hongdae,홍대점,37.5563,126.9236,910016,273005,637011,196
2025-11-16,hongdae,홍대점,37.5563,126.9236,704545,215309,489236,150
2025-11-17,hongdae,홍대점,37.5563,126.9236,692210,207663,484547,151
2025-11-18,hongdae,홍대점,37.5563,126.9236,792443,237733,554710,166
2025-11-19,hongdae,홍대점,37.5563,126.9236,652329,195699,456630,141
2025-11-20,hongdae,홍대점,37.5563,126.9236,809744,242923,566821,176
2025-11-21,hongdae,홍대점,37.5563,126.9236,722817,216845,505972,152
2025-11-22,hongdae,홍대점,37.5563,126.9236,878829,263649,615180,185
2025-11-23,hongdae,홍대점,37.5563,126.9236,737275,221183,516092,156
2025-11-24,hongdae,홍대점,37.5563,126.9236,708690,216576,492114,151
2025-11-25,hongdae,홍대점,37.5563,126.9236,755078,226523,528555,164
2025-11-26,hongdae,홍대점,37.5563,126.9236,781154,234346,546808,164
2025-11-27,hongdae,홍대점,37.5563,126.9236,609708,182912,426796,133
2025-11-28,hongdae,홍대점,37.5563,126.9236,799721,239916,559805,172
2025-11-29,hongdae,홍대점,37.5563,126.9236,730383,219115,511268,153
2025-11-30,hongdae,홍대점,37.5563,126.9236,754347,226304,528043,158
2025-12-01,hongdae,홍대점,37.5563,126.9236,645907,193772,452135,136
2025-12-02,hongdae,홍대점,37.5563,126.9236,776314,232894,543420,162
2025-12-03,hongdae,홍대점,37.5563,126.9236,622215,186665,435550,131
2025-12-04,hongdae,홍대점,37.5563,126.9236,657634,197290,460344,143
2025-12-05,hongdae,홍대점,37.5563,126.9236,755448,226634,528814,160
2025-12-06,hongdae,홍대점,37.5563,126.9236,715108,214532,500576,156
2025-12-07,hongdae,홍대점,37.5563,126.9236,895601,268680,626921,191
2025-12-08,hongdae,홍대점,37.5563,126.9236,827154,248146,579008,178
2025-12-09,hongdae,홍대점,37.5563,126.9236,614139,184242,429897,129
2025-12-10,hongdae,홍대점,37.5563,126.9236,636703,191011,445692,140
2025-12-11,hongdae,홍대점,37.5563,126.9236,597849,179355,418494,132
2025-12-12,hongdae,홍대점,37.5563,126.9236,656825,197048,459777,145
2025-12-13,hongdae,홍대점,37.5563,126.9236,757623,227287,530336,161
2025-12-14,hongdae,홍대점,37.5563,126.9236,704942,211483,493459,148
2025-12-15,hongdae,홍대점,37.5563,126.9236,741779,222534,519245,156
2025-12-16,hongdae,홍대점,37.5563,126.9236,773747,232124,541623,167
2025-12-17,hongdae,홍대점,37.5563,126.9236,793365,238010,555355,168
2025-12-18,hongdae,홍대점,37.5563,126.9236,809771,242931,566840,174
2025-12-19,hongdae,홍대점,37.5563,126.9236,817020,245106,571914,175
2025-12-20,hongdae,홍대점,37.5563,126.9236,674176,202253,471923,146
2025-12-21,hongdae,홍대점,37.5563,126.9236,784842,235453,549389,166
2025-12-22,hongdae,홍대점,37.5563,126.9236,762849,228855,533994,166
2025-12-23,hongdae,홍대점,37.5563,126.9236,638449,191535,446914,137
2025-12-24,hongdae,홍대점,37.5563,126.9236,820841,246252,574589,179
2025-12-25,hongdae,홍대점,37.5563,126.9236,820890,246267,574623,174
2025-12-26,hongdae,홍대점,37.5563,126.9236,737389,221217,516172,157
2025-12-27,hongdae,홍대점,37.5563,126.9236,868083,260425,607658,185
2025-12-28,hongdae,홍대점,37.5563,126.9236,944599,283380,661219,205
2025-12-29,hongdae,홍대점,37.5563,126.9236,707957,212387,495570,150
2025-12-30,hongdae,홍대점,37.5563,126.9236,713987,214196,499791,152
2025-12-31,hongdae,홍대점,37.5563,126.9236,767296,230189,537107,163
2026-01-01,hongdae,홍대점,37.5563,126.9236,643502,193051,450451,140
2026-01-02,hongdae,홍대점,37.5563,126.9236,768941,230682,538259,161
2026-01-03,hongdae,홍대점,37.5563,126.9236,886342,265903,620439,191
2026-01-04,hongdae,홍대점,37.5563,126.9236,730284,219085,511199,156
2026-01-05,hongdae,홍대점,37.5563,126.9236,781469,234441,547028,167
2026-01-06,hongdae,홍대점,37.5563,126.9236,638342,191503,446839,140
2026-01-07,hongdae,홍대점,37.5563,126.9236,757201,227160,530041,163
2026-01-08,hongdae,홍대점,37.5563,126.9236,663103,198931,464172,143
2026-01-09,hongdae,홍대점,37.5563,126.9236,713820,214146,499674,155
2026-01-10,hongdae,홍대점,37.5563,126.9236,674084,202225,471859,146
2026-01-11,hongdae,홍대점,37.5563,126.9236,893216,267965,625251,193
2026-01-12,hongdae,홍대점,37.5563,126.9236,621172,186352,434820,133
2026-01-13,hongdae,홍대점,37.5563,126.9236,621616,186485,435131,131
2026-01-14,hongdae,홍대점,37.5563,126.9236,625775,187733,438042,133
2026-01-15,hongdae,홍대점,37.5563,126.9236,650644,195193,455451,137
2026-01-16,hongdae,홍대점,37.5563,126.9236,761203,228361,532842,160
2026-01-17,hongdae,홍대점,37.5563,126.9236,766614,229984,536630,167
2026-01-18,hongdae,홍대점,37.5563,126.9236,933431,280029,653402,200
2026-01-19,hongdae,홍대점,37.5563,126.9236,727612,218284,509328,158
2026-01-20,hongdae,홍대점,37.5563,126.9236,615566,184670,430896,132
2026-01-21,hongdae,홍대점,37.5563,126.9236,687276,206183,481093,145
2026-01-22,hongdae,홍대점,37.5563,126.9236,789288,236786,552502,169
2026-01-23,hongdae,홍대점,37.5563,126.9236,638949,191685,447264,139
2026-01-24,hongdae,홍대점,37.5563,126.9236,710366,213110,497256,149
2026-01-25,hongdae,홍대점,37.5563,126.9236,885412,265624,619788,188
2026-01-26,hongdae,홍대점,37.5563,126.9236,676798,203039,473759,144
2026-01-27,hongdae,홍대점,37.5563,126.9236,811490,243447,568043,173
2026-01-28,hongdae,홍대점,37.5563,126.9236,694163,208249,485914,150
2026-01-29,hongdae,홍대점,37.5563,126.9236,740992,222298,518694,159
2026-01-30,hongdae,홍대점,37.5563,126.9236,740921,222276,518645,162
2026-01-31,hongdae,홍대점,37.5563,126.9236,813455,244037,569418,174
2026-02-01,hongdae,홍대점,37.5563,126.9236,806800,242040,564760,169
2026-02-02,hongdae,홍대점,37.5563,126.9236,622691,186807,435884,137
2026-02-03,hongdae,홍대점,37.5563,126.9236,686441,205932,480509,150
2026-02-04,hongdae,홍대점,37.5563,126.9236,699533,209860,489673,151
2026-02-05,hongdae,홍대점,37.5563,126.9236,652258,195677,456581,144
2026-02-06,hongdae,홍대점,37.5563,126.9236,772905,231872,541033,168
2026-02-07,hongdae,홍대점,37.5563,126.9236,923840,277152,646688,193
2026-02-08,hongdae,홍대점,37.5563,126.9236,709831,212949,496882,151
2026-02-09,hongdae,홍대점,37.5563,126.9236,666488,199946,466542,140
2026-02-10,hongdae,홍대점,37.5563,126.9236,789456,236837,552619,172
2026-02-11,hongdae,홍대점,37.5563,126.9236,756050,226815,529235,161
2026-02-12,hongdae,홍대점,37.5563,126.9236,758360,227508,530852,162
2026-02-13,hongdae,홍대점,37.5563,126.9236,612337,183701,428636,129
2026-02-14,hongdae,홍대점,37.5563,126.9236,792875,237863,555012,165
2026-02-15,hongdae,홍대점,37.5563,126.9236,822575,246773,575802,178
2026-02-16,hongdae,홍대점,37.5563,126.9236,692274,207682,484592,149
2026-02-17,hongdae,홍대점,37.5563,126.9236,775632,232690,542942,165
2026-02-18,hongdae,홍대점,37.5563,126.9236,732498,219749,512749,155
2026-02-19,hongdae,홍대점,37.5563,126.9236,619944,185983,433961,137
2026-02-20,hongdae,홍대점,37.5563,126.9236,747681,224304,523377,163
2026-02-21,hongdae,홍대점,37.5563,126.9236,911888,274296,637592,198
2026-02-22,hongdae,홍대점,37.5563,126.9236,917118,275135,641983,192
2026-02-23,hongdae,홍대점,37.5563,126.9236,800387,240116,560271,170
2026-02-24,hongdae,홍대점,37.5563,126.9236,636645,190994,445651,140
2026-02-25,hongdae,홍대점,37.5563,126.9236,662286,198686,463600,143
2026-02-26,hongdae,홍대점,37.5563,126.9236,680588,204176,476412,146
2026-02-27,hongdae,홍대점,37.5563,126.9236,806739,242022,564717,172
2026-02-28,hongdae,홍대점,37.5563,126.9236,905591,271677,633914,196
2026-03-01,hongdae,홍대점,37.5563,126.9236,741661,222498,519163,159
2026-03-02,hongdae,홍대점,37.5563,126.9236,541353,162406,378947,116
2026-03-03,hongdae,홍대점,37.5563,126.9236,716414,214924,501490,157
2026-03-04,hongdae,홍대점,37.5563,126.9236,617784,185335,432449,130
2026-03-05,hongdae,홍대점,37.5563,126.9236,574701,172410,402291,125
2026-03-06,hongdae,홍대점,37.5563,126.9236,774921,232476,542445,165
2026-03-07,hongdae,홍대점,37.5563,126.9236,767301,230190,537111,168
2026-03-08,hongdae,홍대점,37.5563,126.9236,919849,275955,643894,195
2026-03-09,hongdae,홍대점,37.5563,126.9236,754453,226336,528117,163
2026-03-10,hongdae,홍대점,37.5563,126.9236,738482,221545,516937,159
2026-03-11,hongdae,홍대점,37.5563,126.9236,765099,229530,535569,165
2026-03-12,hongdae,홍대점,37.5563,126.9236,638225,191468,446757,139
2026-03-13,hongdae,홍대점,37.5563,126.9236,721227,216368,504859,153
2026-03-14,hongdae,홍대점,37.5563,126.9236,803108,240932,562176,170
2026-03-15,hongdae,홍대점,37.5563,126.9236,829771,248931,580840,180
2026-03-16,hongdae,홍대점,37.5563,126.9236,736648,220994,515654,160
2026-03-17,hongdae,홍대점,37.5563,126.9236,690899,207270,483629,145
2026-03-18,hongdae,홍대점,37.5563,126.9236,573140,171942,401198,123
2026-03-19,hongdae,홍대점,37.5563,126.9236,803023,240907,562116,170
2026-03-20,hongdae,홍대점,37.5563,126.9236,687139,206142,480997,148
2026-03-21,hongdae,홍대점,37.5563,126.9236,806352,241906,564446,173
2026-03-22,hongdae,홍대점,37.5563,126.9236,928918,283134,645784,195
2026-03-23,hongdae,홍대점,37.5563,126.9236,613402,194326,419076,130
2026-03-24,hongdae,홍대점,37.5563,126.9236,801885,246981,554904,172
2026-03-25,hongdae,홍대점,37.5563,126.9236,764189,246986,517203,167
2026-03-26,hongdae,홍대점,37.5563,126.9236,641148,205680,435468,139
2026-03-27,hongdae,홍대점,37.5563,126.9236,803735,252694,551041,174
2026-03-28,hongdae,홍대점,37.5563,126.9236,834580,273075,561505,176
2026-03-29,hongdae,홍대점,37.5563,126.9236,890647,292845,597802,189
2026-03-30,hongdae,홍대점,37.5563,126.9236,698211,227896,470315,150
2026-03-31,hongdae,홍대점,37.5563,126.9236,548338,175468,372870,116
2026-04-01,hongdae,홍대점,37.5563,126.9236,751962,234011,517951,164
2026-04-02,hongdae,홍대점,37.5563,126.9236,736994,226994,510000,159
2026-04-03,hongdae,홍대점,37.5563,126.9236,678162,232745,445417,144
2026-04-04,hongdae,홍대점,37.5563,126.9236,838833,281177,557656,179
2026-04-05,hongdae,홍대점,37.5563,126.9236,703527,216123,487404,153
2026-04-06,hongdae,홍대점,37.5563,126.9236,658820,197646,461174,143
2026-04-07,hongdae,홍대점,37.5563,126.9236,638340,191502,446838,136
2026-04-08,hongdae,홍대점,37.5563,126.9236,807540,242262,565278,171
2026-04-09,hongdae,홍대점,37.5563,126.9236,580463,174139,406324,128
2026-04-10,hongdae,홍대점,37.5563,126.9236,619432,185830,433602,134
2026-04-11,hongdae,홍대점,37.5563,126.9236,914461,277996,636465,197
2026-04-12,hongdae,홍대점,37.5563,126.9236,932546,321542,611004,194
2026-04-13,hongdae,홍대점,37.5563,126.9236,649116,243029,406087,142
2026-04-14,hongdae,홍대점,37.5563,126.9236,640998,242554,398444,135
2026-04-15,hongdae,홍대점,37.5563,126.9236,640111,241194,398917,135
2026-04-16,hongdae,홍대점,37.5563,126.9236,653631,250471,403160,137
2026-04-17,hongdae,홍대점,37.5563,126.9236,695752,239339,456413,145
2026-04-18,hongdae,홍대점,37.5563,126.9236,720651,281919,438732,150
2026-04-19,hongdae,홍대점,37.5563,126.9236,833601,343444,490157,174
2026-04-20,hongdae,홍대점,37.5563,126.9236,718358,223553,494805,150
2026-04-21,hongdae,홍대점,37.5563,126.9236,688334,219716,468618,149
2026-04-22,hongdae,홍대점,37.5563,126.9236,819905,271553,548352,178
2026-04-23,hongdae,홍대점,37.5563,126.9236,693282,249582,443700,150
2026-04-24,hongdae,홍대점,37.5563,126.9236,746462,287239,459223,163
2026-04-25,hongdae,홍대점,37.5563,126.9236,881222,335569,545653,190
2026-04-26,hongdae,홍대점,37.5563,126.9236,914495,337997,576498,193
2026-04-27,hongdae,홍대점,37.5563,126.9236,629731,222673,407058,131
2026-04-28,hongdae,홍대점,37.5563,126.9236,643243,195546,447697,135
2026-04-29,hongdae,홍대점,37.5563,126.9236,706662,237438,469224,153
2026-04-30,hongdae,홍대점,37.5563,126.9236,801304,285264,516040,173
2026-05-01,hongdae,홍대점,37.5563,126.9236,740220,280099,460121,160
2026-05-02,hongdae,홍대점,37.5563,126.9236,945827,338984,606843,202
2026-05-03,hongdae,홍대점,37.5563,126.9236,628435,188531,439904,136
2026-05-04,hongdae,홍대점,37.5563,126.9236,704744,235666,469078,155
2026-05-05,hongdae,홍대점,37.5563,126.9236,806479,270332,536147,174
2026-05-06,hongdae,홍대점,37.5563,126.9236,756115,274016,482099,158
2026-05-07,hongdae,홍대점,37.5563,126.9236,678617,231816,446801,143
2026-05-08,hongdae,홍대점,37.5563,126.9236,616094,207500,408594,134
2026-05-09,hongdae,홍대점,37.5563,126.9236,874056,312562,561494,184
2026-05-10,hongdae,홍대점,37.5563,126.9236,716955,267281,449674,150
2026-05-11,hongdae,홍대점,37.5563,126.9236,637152,226316,410836,133
2026-05-12,hongdae,홍대점,37.5563,126.9236,814974,307734,507240,174
2026-05-13,hongdae,홍대점,37.5563,126.9236,627249,232835,394414,132
2026-05-14,hongdae,홍대점,37.5563,126.9236,624794,343887,280907,136
2026-05-15,hongdae,홍대점,37.5563,126.9236,789149,438767,350382,166
2026-05-16,hongdae,홍대점,37.5563,126.9236,741988,400674,341314,155
2026-05-17,hongdae,홍대점,37.5563,126.9236,902372,376109,526263,196
2026-05-18,hongdae,홍대점,37.5563,126.9236,653283,273856,379427,142
2026-05-19,hongdae,홍대점,37.5563,126.9236,771960,290875,481085,163
2026-05-20,hongdae,홍대점,37.5563,126.9236,599669,213002,386667,132
2026-05-21,hongdae,홍대점,37.5563,126.9236,557547,189566,367981,117
2026-05-22,hongdae,홍대점,37.5563,126.9236,745759,283985,461774,163
2026-05-23,hongdae,홍대점,37.5563,126.9236,781493,279462,502031,169
2026-05-24,hongdae,홍대점,37.5563,126.9236,833619,328112,505507,176
2026-05-25,hongdae,홍대점,37.5563,126.9236,642907,263849,379058,140
2026-05-26,hongdae,홍대점,37.5563,126.9236,682671,273615,409056,143
2026-05-27,hongdae,홍대점,37.5563,126.9236,531915,199149,332766,118
2026-05-28,hongdae,홍대점,37.5563,126.9236,647615,249202,398413,141
2026-05-29,hongdae,홍대점,37.5563,126.9236,646716,250926,395790,143
2026-05-30,hongdae,홍대점,37.5563,126.9236,788938,311788,477150,170
2026-05-31,hongdae,홍대점,37.5563,126.9236,831567,345932,485635,174
2026-06-01,hongdae,홍대점,37.5563,126.9236,638639,258521,380118,140
2026-06-02,hongdae,홍대점,37.5563,126.9236,743055,415516,327539,161
2026-06-03,hongdae,홍대점,37.5563,126.9236,677972,376952,301020,148
2026-06-04,hongdae,홍대점,37.5563,126.9236,552537,226761,325776,116
2026-06-05,hongdae,홍대점,37.5563,126.9236,804641,305764,498877,168
2026-06-06,hongdae,홍대점,37.5563,126.9236,910931,369474,541457,197
2026-06-07,hongdae,홍대점,37.5563,126.9236,748825,283355,465470,157
2026-06-08,hongdae,홍대점,37.5563,126.9236,658513,259718,398795,138
2026-06-09,hongdae,홍대점,37.5563,126.9236,818180,335127,483053,175
2026-06-10,hongdae,홍대점,37.5563,126.9236,620721,242329,378392,136
2026-06-11,hongdae,홍대점,37.5563,126.9236,636407,245908,390499,137
2026-06-12,hongdae,홍대점,37.5563,126.9236,680207,270994,409213,146
2026-06-13,hongdae,홍대점,37.5563,126.9236,894738,498190,396548,190
2026-06-14,hongdae,홍대점,37.5563,126.9236,939364,510263,429101,196
2026-06-15,hongdae,홍대점,37.5563,126.9236,731384,414256,317128,156
2026-06-16,hongdae,홍대점,37.5563,126.9236,730357,416596,313761,155
2026-06-17,hongdae,홍대점,37.5563,126.9236,707538,398485,309053,151
2026-06-18,hongdae,홍대점,37.5563,126.9236,750671,420976,329695,158
2026-06-19,hongdae,홍대점,37.5563,126.9236,643188,368933,274255,135
2026-06-20,hongdae,홍대점,37.5563,126.9236,682392,250574,431818,145
2026-06-21,hongdae,홍대점,37.5563,126.9236,746467,293212,453255,156
2026-06-22,hongdae,홍대점,37.5563,126.9236,615899,239954,375945,136
2026-06-23,hongdae,홍대점,37.5563,126.9236,683584,281090,402494,149
2026-06-24,hongdae,홍대점,37.5563,126.9236,714769,284764,430005,152
2026-06-25,hongdae,홍대점,37.5563,126.9236,720059,267862,452197,158
2026-06-26,hongdae,홍대점,37.5563,126.9236,698866,284019,414847,148
2026-06-27,hongdae,홍대점,37.5563,126.9236,784782,440106,344676,166
2026-06-28,hongdae,홍대점,37.5563,126.9236,933157,516596,416561,196
2026-06-29,hongdae,홍대점,37.5563,126.9236,727894,406456,321438,153
2026-06-30,hongdae,홍대점,37.5563,126.9236,637894,358241,279653,140
2026-07-01,hongdae,홍대점,37.5563,126.9236,595854,332725,263129,124
2026-07-02,hongdae,홍대점,37.5563,126.9236,543152,218999,324153,120
